Ramblers Frontier | Remote Outpost | 0.0.0.0:00000 | This is an offline map,,,,,,,,,
Type,Name,X,Y,Z,Size,Speed,VectorX,VectorY,VectorZ
LargeShip,"Large Ship 6684",121.656364894403,-0.660520621443538,531.336001082088,29.16667,0.01278959,0.0120822,0.003671596,-0.002028204
Station,"Platform 1723",270,-215,-782.5,56.25,0,0,0,0
SmallShip,"Small Ship 6422",207.167786801272,46.7476110086391,501.196537153854,0.25,0,0,0,0
SmallShip,"Small Ship 2603",207.167786801272,46.7476110086391,501.196537153854,0.25,0,0,0,0
SmallShip,"Wraith MKIII Multirole Fighter",133.683411801272,21.1831578836391,461.179752485885,4.583333,0,0,0,0
SmallShip,"Small Ship 542",178.416130519403,8.83386414418146,477.502352400447,1.666667,0,0,0,0
Asteroid,"asteroid0",195.87738,92.9793243,452.858521,256,0,0,0,0
Asteroid,"asteroid0moon0",338.0049,192.566483,406.172241,64,0,0,0,0
Asteroid,"asteroid0moon1",270.3949,336.480835,565.6457,64,0,0,0,0
Asteroid,"asteroid0moon2",254.7273,266.841034,671.5672,64,0,0,0,0
Asteroid,"asteroid0moon3",297.694641,232.011932,692.435547,64,0,0,0,0
Asteroid,"asteroid0moon4",233.723236,251.387634,672.2413,64,0,0,0,0
Asteroid,"asteroid1",309.093689,-217.180817,-667.262268,256,0,0,0,0
Asteroid,"asteroid1moon0",526.936462,-95.519058,-487.6213,64,0,0,0,0
Asteroid,"asteroid1moon1",410.2938,-22.3834,-684.0099,64,0,0,0,0
Asteroid,"asteroid1moon2",335.325562,-233.162354,-499.900269,64,0,0,0,0
Asteroid,"asteroid1moon3",445.990967,-262.398834,-541.5153,64,0,0,0,0
Asteroid,"asteroid1moon4",413.1882,-173.683182,-711.540466,64,0,0,0,0
Asteroid,"asteroid2",-807.5084,-262.306763,-224.5345,256,0,0,0,0
Asteroid,"asteroid2moon0",-779.8169,-70.11515,-221.168884,64,0,0,0,0
Asteroid,"asteroid2moon1",-836.4807,-92.487892,-90.68335,64,0,0,0,0
Asteroid,"asteroid2moon2",-680.8545,-41.67054,-206.16275,64,0,0,0,0
Asteroid,"asteroid2moon3",-639.0144,-296.739471,-143.763229,64,0,0,0,0
Asteroid,"asteroid2moon4",-649.1835,-302.482056,-120.055969,64,0,0,0,0
Asteroid,"asteroid3",-663.042,-80.082916,320.770569,256,0,0,0,0
Asteroid,"asteroid3moon0",-559.318054,-116.076447,487.608765,64,0,0,0,0
Asteroid,"asteroid3moon1",-519.96405,107.8784332,414.4398,128,0,0,0,0
Asteroid,"asteroid3moon2",-632.166931,-45.8636,536.944946,64,0,0,0,0
Asteroid,"asteroid3moon3",-548.119751,164.6496,412.233978,64,0,0,0,0
Asteroid,"asteroid3moon4",-553.5186,26.3615303,565.7942,64,0,0,0,0
Asteroid,"BaseAsteroid",44.5,-45.5,4.5,128,0,0,0,0
