Ramblers Frontier | Oort Cloud | 0.0.0.0:00000 | This is an offline map,,,,,,,,,
Type,Name,X,Y,Z,Size,Speed,VectorX,VectorY,VectorZ
LargeShip,"Large Ship 5552",-5247.57477620261,10551.7154571328,-30560.0425657881,8.333333,5.437507,-4.848646,1.683985,-1.794799
LargeShip,"Arkadi MK.I (Oxygen-Full vanilla)",2331.21135660989,-6882.48669130468,16073.2733521806,5.666667,0,0,0,0
SmallShip,"Small Ship 8811",-296501.934563621,218334.252273029,-147094.399572027,1.166667,91.70346,-67.15451,50.52937,-36.69576
LargeShip,"[O-S-L-E] Enforcer",13865.0474466978,25068.9556915078,-17054.0503782881,3.083333,2.609159,1.091642,1.953102,-1.342169
Station,"Platform 5292",6025,-315,10342.5,47.91666,0,0,0,0
SmallShip,"Small Ship 3714",14404.8913187681,-7979.69567567968,169.949621711898,1.916667,1.298344,1.136518,-0.6271465,0.02665185
LargeShip,"Large Ship 8863",56316.0697550474,-11073.1009491172,-7066.3472532881,52.08334,0,0,0,0
Station,"Platform 420",-93785,-165267.5,-130915,72.91666,0,0,0,0
Station,"Civil Station",-11258.2776257218,281.612516303655,16470.6239956749,264.5833,0,0,0,0
LargeShip,"Large Ship 4545",-16470.3181515214,48735.9338175346,-88071.0859038426,29.16667,10.04947,-5.907947,4.828672,-6.540026
LargeShip,"Large Ship 2475",54436.6635050474,-9719.19665224218,-8076.8433470381,160.4167,0.04877497,0.0295855,0.0135337,-0.03633916
SmallShip,"Kestral-Class Assault Fighter",586713.570168448,294093.755950349,-337925.898189863,2.916667,56.64927,41.39102,25.71572,-28.88986
Station,"Platform 6674",-104738.75,-163168.75,-135016.25,308.3333,0,0,0,0
LargeShip,"Volunder exploration ship",1341398.00807248,-303107.871078998,-11420.2967427488,245.8333,1432.529,1396.891,-317.5193,-4.104271
SmallShip,"Small Ship 3656",4986.78402541735,-13755.1130706337,73449.894867114,2.333333,2.270463,-1.331565,-0.8014112,-1.655197
SmallShip,"Small Ship 7447",-93771.4851324476,-165248.222044224,-130955.42029732,3.166667,0,0,0,0
LargeShip,"Large Ship 3311",-229267.933143473,328186.960165898,-366071.453650761,33.33333,70.28948,-30.0964,42.98529,-46.76626
SmallShip,"Small Ship 4048",-313253.91869448,208898.090529865,-161866.781163824,1.166667,94.5062,-70.72504,48.35597,-39.88849
SmallShip,"Small Ship 4048",-296507.324028953,218329.156569904,-147089.302159917,1.166667,91.6817,-67.12613,50.5271,-36.69644
SmallShip,"Andy's",6021.3421282068,-351.081057443647,10359.3824783423,52.08334,0,0,0,0
SmallShip,"Small Ship Rotor Test",14618.1083052025,-7957.84988704,85644.4709169187,2.666667,0.001748311,-0.0008434304,0.001504745,-0.0002845344
SmallShip,"Small Ship 4130",14616.3406050072,-7954.601840165,85642.6445009031,0.75,0.01122305,0.002697292,-0.01018047,0.003878074
SmallShip,"Small Ship 1576",-93774.3664968564,-165272.691162109,-130942.742431641,4.333333,0,0,0,0
LargeShip,"Large Ship 9815",-8252.32086995261,-428.521847554683,-9643.1870970381,81.25,24.98089,-18.54217,-13.68698,9.638443
LargeShip,"Large Ship 9155",-2225.26520589011,-2628.84508974218,-11550.5328001631,122.9167,16.99991,15.3912,5.766621,4.342085
Station,"Raiding Station - Scourge",-100535.015,-156909.505,-155385.085,135.4167,0,0,0,0
LargeShip,"Ubumboo (for Exploration)",-117721.045191041,-141365.919309849,-147663.320443804,145.8333,0,0,0,0
LargeShip,"Raiding Outpost mk.1",-135662.721460573,-141559.383177036,-164356.102914507,110.4167,0,0,0,0
SmallShip,"Assailant mk.1",-130883.928491823,-143547.828489536,-165073.347055132,50,10.40482,-8.992125,4.140187,3.203247
Asteroid,"Asteroid_1_0_2_1_319662201",19331.2734375,13981.654296875,32889.72265625,512,0,0,0,0
Asteroid,"Asteroid_1_-1_0_0_292531222",19163.509765625,-8529.7685546875,8427.77685546875,512,0,0,0,0
Asteroid,"Asteroid_1_-2_1_1_161593573",26357.68359375,-15914.1923828125,17236.93359375,512,0,0,0,0
Asteroid,"Asteroid_1_-1_0_4_1127625777",16882.62109375,-13251.267578125,4167.224609375,512,0,0,0,0
Asteroid,"Asteroid_1_-1_0_8_1998818621",24069.953125,-9797.8515625,9404.7060546875,512,0,0,0,0
Asteroid,"Asteroid_1_-2_1_4_733152917",25020.880859375,-15603.625,17045.322265625,64,0,0,0,0
Asteroid,"Asteroid_1_-2_1_3_1272904293",25685.009765625,-14883.5,17944.26171875,64,0,0,0,0
Asteroid,"Nearby_Station_7-1576260264",37.6242961561501,-31.5535867382162,200.229439709898,128,0,0,0,0
Asteroid,"Asteroid_1_-2_0_18_396383902",26024.8046875,-22830.896484375,4113.8525390625,256,0,0,0,0
Asteroid,"small2_asteroids-2143136705",62.424054826461,-73.6504336177137,65.5629943309642,64,0,0,0,0
Asteroid,"Asteroid_13_21_60_21_1611733863",211701.4375,330864.5625,923553.25,512,0,0,0,0
Asteroid,"Asteroid_0_-3_1_5_1054934238",9364.2294921875,-37001.67578125,18572.767578125,512,0,0,0,0
Asteroid,"Asteroid_0_0_1_3_432131754",988.984008789063,785.355224609375,22836.060546875,512,0,0,0,0
Asteroid,"Asteroid_1_-2_0_9_630835208",17011.556640625,-19330.154296875,11448.2080078125,512,0,0,0,0
Asteroid,"Asteroid_0_-1_1_4_758081811",10872.1484375,-13262.8408203125,19443.451171875,512,0,0,0,0
Asteroid,"Asteroid_-165_-625_90_21_925033617",-2519155.75,-9585810.5,1384419,512,0,0,0,0
Asteroid,"Asteroid_0_-2_1_17_290836522",10209.970703125,-16856.373046875,19268.423828125,128,0,0,0,0
Asteroid,"Asteroid_0_-1_1_18_1085974646",4432.81298828125,-11767.9013671875,16093.1064453125,512,0,0,0,0
Asteroid,"Asteroid_6_3_2_26_1956523698",94367.5625,57825.5546875,40650.8046875,64,0,0,0,0
Asteroid,"Asteroid_0_-2_1_18_1869124045",10367.5654296875,-16374.353515625,18872.328125,64,0,0,0,0
Asteroid,"Asteroid_6_3_2_18_904150736",93396.3203125,56352.03125,42114.359375,512,0,0,0,0
Asteroid,"Asteroid_1_-1_2_3_637964122",26500.3125,-449.139465332031,35763.0859375,256,0,0,0,0
Asteroid,"Asteroid_1_0_1_13_906110778",26647.212890625,4160.71142578125,29403.990234375,128,0,0,0,0
Asteroid,"Asteroid_1_0_1_14_1378858019",27002.5390625,3829.89721679688,28917.333984375,64,0,0,0,0
Asteroid,"Asteroid_1_-1_3_19_184291804",27105.91015625,-3134.93920898438,46245.6875,512,0,0,0,0
Asteroid,"Asteroid_1_0_2_15_837625875",23318.9375,1824.8330078125,39464.01953125,256,0,0,0,0
Asteroid,"Asteroid_0_-2_-1_1_157103412",6827.03466796875,-26857.88671875,-9100.8291015625,128,0,0,0,0
Asteroid,"Asteroid_-2_-1_0_1_1539048450",-18369.869140625,-8385.76171875,7350.1826171875,512,0,0,0,0
Asteroid,"Asteroid_-1_0_1_16_135778836",-3011.11254882813,5704.74169921875,21723.623046875,512,0,0,0,0
Asteroid,"Asteroid_-1_-1_-1_0_1263062433",-7383.47900390625,-9540.509765625,-14560.8837890625,512,0,0,0,0
Asteroid,"Asteroid_-1_-1_-1_6_495931541",-12816.2138671875,-10125.2265625,-5361.3984375,256,0,0,0,0
Asteroid,"Asteroid_-1_-5_-1_11_1769522285",-9718.982421875,-65714.578125,-14054.140625,512,0,0,0,0
Asteroid,"Asteroid_-1_-1_-1_3_578599116",-14761.3798828125,-10855.568359375,-4889.06591796875,256,0,0,0,0
Asteroid,"Asteroid_0_-1_0_12_1471735899",3637.16625976563,-15325.2587890625,5158.23046875,256,0,0,0,0
Asteroid,"Asteroid_-1_0_0_8_1327663336",-9127.0888671875,1688.10681152344,8276.43896484375,512,0,0,0,0
Asteroid,"Asteroid_-1_0_-3_7_2082284334",-3716.89624023438,627.532196044922,-34773.82421875,512,0,0,0,0
Asteroid,"Asteroid_-1_-1_-2_0_1569064852",-4145.27880859375,-9145.3251953125,-17110.880859375,512,0,0,0,0
Asteroid,"Asteroid_0_-2_-1_5_1403518103",7937.48974609375,-26663.6328125,-9046.9775390625,512,0,0,0,0
Asteroid,"Asteroid_1_2_-2_13_567010079",17359.91015625,31553.3828125,-22724.146484375,512,0,0,0,0
Asteroid,"Asteroid_0_-2_1_4_1125040324",-62.9732513427734,-20691.478515625,21160.5234375,64,0,0,0,0
Asteroid,"Asteroid_0_-2_1_2_331209373",522.873046875,-19828.072265625,20572.83203125,512,0,0,0,0
Asteroid,"Asteroid_-2_-2_-1_6_1426242266",-19188.279296875,-15971.94140625,-6460.35595703125,512,0,0,0,0
Asteroid,"Asteroid_-1_-2_0_10_1822503499",-10660.1181640625,-24521.58984375,4470.87939453125,512,0,0,0,0
Asteroid,"Asteroid_0_-1_1_16_825379624",4067.40014648438,-4134.17626953125,15802.9912109375,256,0,0,0,0
Asteroid,"Asteroid_-1_-1_1_9_1872145861",-82.0121765136719,-1992.59985351563,19606.421875,256,0,0,0,0
Asteroid,"Asteroid_0_0_0_17_325410403",433.771636962891,579.590576171875,2525.47021484375,256,0,0,0,0
Asteroid,"Asteroid_-2_-1_0_18_2138511835",-17423.60546875,-10046.974609375,5708.78125,128,0,0,0,0
Asteroid,"Asteroid_-1_-1_-1_4_1464639835",-3872.58984375,-10293.369140625,-7453.642578125,512,0,0,0,0
Asteroid,"Asteroid_-1_-1_0_0_797539884",-14449.521484375,-12056.52734375,2943.70239257813,512,0,0,0,0
Asteroid,"Asteroid_2_-1_-1_10_1124270435",39976.734375,-7595.15380859375,-465.737548828125,512,0,0,0,0
Asteroid,"Asteroid_0_-1_0_13_372982972",9944.7138671875,-15099.0302734375,10768.1533203125,512,0,0,0,0
Asteroid,"Asteroid_-1_-2_0_11_194872547",-866.627563476563,-18673.533203125,6717.2255859375,512,0,0,0,0
Asteroid,"Asteroid_-9_-10_-8_1_1945371235",-126434.4765625,-152859.78125,-115205.2890625,512,0,0,0,0
Asteroid,"Asteroid_-2_0_-1_13_1641226890",-20681.927734375,429.983322143555,-1719.26965332031,512,0,0,0,0
Asteroid,"Asteroid_-2_0_-1_6_1114408167",-20308.61328125,951.013854980469,-2528.9541015625,512,0,0,0,0
Asteroid,"Asteroid_0_0_-1_7_510266356",31.5143051147461,932.6904296875,-9763.919921875,256,0,0,0,0
Asteroid,"Asteroid_0_-1_-1_10_803310483",6885.236328125,-1557.83276367188,-7451.814453125,512,0,0,0,0
Asteroid,"Asteroid_-1_0_-1_11_907293993",-6935.65283203125,14267.0615234375,-14256.978515625,512,0,0,0,0
Asteroid,"Asteroid_7_4285916_784158976",21873.30078125,2376.7080078125,75123.609375,256,0,0,0,0
Asteroid,"Asteroid_-6_-11_-10_10_212049226",-86118.0390625,-163670.90625,-140665.609375,512,0,0,0,0
Asteroid,"Asteroid_-95_312_-380_15_565363610",-1444175.25,4793382,-5824417,256,0,0,0,0
Asteroid,"Asteroid_3_-1_-1_17_1850911697",56503.984375,-11094.958984375,-7101.2197265625,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-8_21_357980855",-113510.046875,-159821.4375,-118191.375,512,0,0,0,0
Asteroid,"Asteroid_-1_-2_0_18_1543462750",-2988.66650390625,-20528.669921875,6428.576171875,512,0,0,0,0
Asteroid,"Asteroid_3_-1_-1_4_50097445",46199.4375,-9050.5615234375,-5423.5732421875,256,0,0,0,0
Asteroid,"Asteroid_1_-1_5_2_61610067",15907.599609375,-5973.0615234375,83651.9453125,64,0,0,0,0
Asteroid,"Asteroid_3_-1_-1_24_1802929856",54638.78515625,-9684.3525390625,-8243.7294921875,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_15_592730477",-113998.453125,-166616.65625,-130697.6953125,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-8_9_907757359",-114118.359375,-152589.640625,-115101.796875,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_13_381033753",-93841.0859375,-166954.4375,-132790.140625,128,0,0,0,0
Asteroid,"Asteroid_1_-1_5_1_2038857934",15623.658203125,-6674.0126953125,84568.34375,512,0,0,0,0
Asteroid,"Asteroid_-8_-11_-9_27_1009865663",-114979.0078125,-163320.1875,-127213.9453125,512,0,0,0,0
Asteroid,"Asteroid_0_-1_5_1_1410362301",14627.1845703125,-7661.08349609375,85617.8515625,512,0,0,0,0
Asteroid,"Asteroid_1_-1_-1_6_2100099617",17199.689453125,-731.058227539063,-7276.41259765625,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-9_7_235866432",-93786.046875,-165267.390625,-130943.9375,512,0,0,0,0
Asteroid,"Asteroid_1_0_4_6_1016099895",21961.642578125,2302.8798828125,75060.984375,256,0,0,0,0
Asteroid,"Asteroid_-2_-1_0_2_1167822970",-17321.5859375,-9547.5927734375,6165.93310546875,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_4_855165201",-103140.58139295,-145813.183561431,-165278.231621159,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_15_884360124",-123608.411092621,-143664.036543034,-154830.38397942,256,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_1_1405820442",-123911.533442361,-142509.121683643,-155276.739855405,64,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_6_1573538861",-96597.4348484692,-181861.249590207,-132027.355707615,512,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_5_128238312",-123056.947381591,-145264.195294034,-159086.262177232,64,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_0_592903408",-124435.0949123,-142528.188737959,-155409.752455124,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_4_1804963942",-123848.654488541,-145881.857478841,-159943.811040018,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_20_1486135046",-103766.744290991,-144021.037058186,-161807.834956656,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_11_685618324",-103787.074658565,-148344.276775299,-164272.631952012,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_5_1817951816",-96736.1628944756,-142486.482806756,-156878.9111434,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_6_23163907",-92717.1919954064,-149436.559765308,-161311.654558437,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_1_1035431349",-94865.9723017926,-145365.235033017,-160436.458757246,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_2_966931866",-103419.249820707,-146797.771952326,-165515.557141608,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-11_3_1125107309",-103292.935059346,-147473.065469113,-166196.441500089,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-10_5_930659661",-101908.825741542,-144761.39733237,-143971.235417652,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_7_985206506",-114037.114134987,-147832.005124004,-144425.833793699,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_6_1833494043",-113670.866899494,-148102.599617783,-144939.3079231,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_5_1694091381",-110682.460332437,-152877.852373744,-150837.063716079,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_21_1660162007",-113572.491692503,-152709.69081456,-141239.278230636,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_4_1226947192",-115640.538471666,-146996.235764292,-139381.809003408,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-10_3_121263599",-111956.554608983,-147368.023968657,-139978.27512536,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_14_118789859",-130672.756393724,-138291.085439709,-160344.398124022,512,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_6_1990250958",-127209.155210604,-138614.330815016,-156286.551211655,128,0,0,0,0
Asteroid,"Asteroid_-9_-10_-11_11_1697476823",-135440.888190235,-141878.365104748,-163726.672060396,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_17_738680209",-101600.132483112,-165643.524104961,-139129.928163469,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_11_76199409",-95925.7184327497,-167515.631574435,-140632.105316802,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_3_1992203927",-92381.7675200558,-168712.208861713,-149962.27560494,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_7_1689966319",-104599.430165112,-166730.950352773,-145731.049992312,64,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_6_1593141152",-105174.520421368,-166632.384309641,-146045.727210343,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_15_1146503592",-95600.5004622298,-165299.728729928,-152542.90052222,256,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_5_1688208004",-94184.1112136746,-168171.586993806,-144058.334977,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_18_897583488",-96616.5275961678,-160756.590919016,-145426.58406688,128,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_2_1775277851",-101030.602527459,-162048.901889447,-143559.608468626,512,0,0,0,0
Asteroid,"Asteroid_-7_-11_-10_1_1453628635",-100607.805908799,-163285.077937348,-148403.705167258,128,0,0,0,0
